,Weight(Pounds)
8392,137.0353
8393,120.6447
8394,118.8854
8395,129.5464
8396,134.0139
8397,127.2599
8398,135.6923
8399,142.98
8400,110.3751
8401,116.6516
8402,130.0152
8403,142.6604
8404,108.0995
8405,119.4805
8406,111.5318
8407,129.6186
8408,125.0064
8409,119.046
8410,129.5537
8411,133.2109
8412,144.2612
8413,131.5842
8414,90.16983
8415,135.136
8416,125.0421
8417,95.73883
8418,135.4546
8419,112.0029
8420,143.0838
8421,133.1309
8422,110.4167
8423,129.8376
8424,122.3385
8425,122.1685
8426,150.0087
8427,135.8583
8428,128.5779
8429,127.6864
8430,116.6157
8431,161.6214
8432,119.386
8433,121.8461
8434,130.6059
8435,124.2612
8436,126.2855
8437,111.3166
8438,131.1387
8439,118.814
8440,130.0191
8441,127.2159
8442,140.8074
8443,138.4305
8444,129.8077
8445,141.0015
8446,102.6498
8447,130.2661
8448,140.0166
8449,134.2776
8450,144.6739
8451,123.3616
8452,129.4534
8453,110.1402
8454,130.6182
8455,117.2168
8456,125.558
8457,137.4401
8458,132.9983
8459,112.1204
8460,140.3979
8461,133.3581
8462,123.5644
8463,111.4393
8464,134.7116
8465,128.6627
8466,127.3814
8467,123.9987
8468,126.974
8469,130.2877
8470,118.9465
8471,125.9928
8472,145.2695
8473,131.8694
8474,135.8198
8475,143.4551
8476,147.1762
8477,134.6977
8478,135.6669
8479,123.9896
8480,140.0683
8481,118.0146
8482,132.4516
8483,128.829
8484,142.5893
8485,108.3347
8486,139.2589
8487,112.3772
8488,115.3454
8489,122.5675
8490,107.2211
8491,114.081
8492,124.5166
8493,137.383
8494,133.1983
8495,116.7798
8496,153.339
8497,136.3467
8498,117.7597
8499,135.4338
8500,120.7832
8501,129.9118
8502,138.4072
8503,128.9191
8504,111.703
8505,128.2739
8506,119.1325
8507,104.76
8508,136.6399
8509,132.3913
8510,142.0639
8511,130.2864
8512,144.1251
8513,132.3308
8514,127.413
8515,106.8324
8516,125.7713
8517,151.8206
8518,118.6562
8519,141.1954
8520,125.1979
8521,138.7086
8522,120.2989
8523,117.9536
8524,122.0631
8525,156.4056
8526,114.9246
8527,130.4239
8528,141.6525
8529,134.7504
8530,121.6314
8531,118.6352
8532,122.4953
8533,119.4673
8534,121.2471
8535,136.4983
8536,117.3852
8537,115.4428
8538,135.9818
8539,127.3092
8540,114.6022
8541,125.8834
8542,121.2715
8543,143.0669
8544,106.4818
8545,113.4885
8546,133.0219
8547,141.6156
8548,138.6939
8549,104.0323
8550,119.8473
8551,119.9125
8552,125.7243
8553,115.4595
8554,121.7398
8555,150.4439
8556,138.1689
8557,141.2293
8558,129.7799
8559,122.9159
8560,122.8109
8561,117.7137
8562,125.232
8563,124.495
8564,115.7638
8565,140.8429
8566,111.8194
8567,127.1661
8568,138.4063
8569,135.9299
8570,127.7205
8571,110.4212
8572,122.438
8573,136.5598
8574,134.0436
8575,114.5911
8576,117.9921
8577,128.0073
8578,129.924
8579,125.5075
8580,120.5523
8581,126.4208
8582,123.631
8583,115.4171
8584,129.6403
8585,110.1478
8586,115.8672
8587,133.8044
8588,136.5008
8589,124.0748
8590,130.6542
8591,148.3087
8592,123.5118
8593,133.3485
8594,110.1892
8595,124.0764
8596,129.7241
8597,104.7027
8598,134.1397
8599,136.6591
8600,132.8673
8601,126.4911
8602,114.7128
8603,158.4771
8604,123.3098
8605,142.6713
8606,115.842
8607,97.83008
8608,125.707
8609,138.2249
8610,116.3683
8611,151.8387
8612,127.9952
8613,111.4943
8614,119.0602
8615,120.3285
8616,115.128
8617,120.3097
8618,120.4223
8619,129.1886
8620,125.8767
8621,111.3564
8622,127.3243
8623,130.3186
8624,127.4867
8625,144.6741
8626,126.7203
8627,141.1438
8628,135.5828
8629,138.3058
8630,129.9339
8631,119.0595
8632,129.557
8633,136.7802
8634,124.4031
8635,129.976
8636,116.4489
8637,102.8583
8638,140.878
8639,122.7092
8640,119.3298
8641,103.6839
8642,135.5008
8643,109.4734
8644,108.1062
8645,131.4376
8646,125.3836
8647,144.3117
8648,109.3633
8649,125.4205
8650,122.5754
8651,148.6212
8652,111.1764
8653,109.3832
8654,119.4349
8655,140.3522
8656,143.1496
8657,105.8021
8658,136.8885
8659,116.9535
8660,115.9419
8661,133.3074
8662,141.7503
8663,137.7559
8664,134.3729
8665,119.3438
8666,115.6909
8667,122.1442
8668,135.3984
8669,134.3577
8670,138.0941
8671,117.9849
8672,136.8724
8673,117.9312
8674,145.8697
8675,119.0578
8676,121.7189
8677,121.6697
8678,127.6795
8679,129.2295
8680,110.8076
8681,118.6172
8682,146.5188
8683,132.6966
8684,119.9738
8685,109.856
8686,118.2264
8687,128.6528
8688,127.3597
8689,103.3027
8690,115.9257
8691,112.889
8692,118.5959
8693,148.6113
8694,131.9039
8695,129.6126
8696,122.1707
8697,152.1123
8698,101.8952
8699,144.0831
8700,137.295
8701,141.0431
8702,131.7326
8703,143.3108
8704,114.8461
8705,107.4208
8706,110.2544
8707,121.8217
8708,126.529
8709,121.3218
8710,137.4274
8711,125.8786
8712,139.6533
8713,118.4718
8714,127.3112
8715,105.3351
8716,124.9629
8717,105.3681
8718,121.1566
8719,142.3453
8720,122.1038
8721,116.5428
8722,117.0908
8723,127.3049
8724,113.4762
8725,134.5287
8726,114.9908
8727,129.2673
8728,126.3473
8729,142.6824
8730,122.0253
8731,114.5964
8732,123.31
8733,144.323
8734,117.5716
8735,144.1516
8736,128.3014
8737,138.9831
8738,128.4548
8739,151.2938
8740,116.8306
8741,128.6177
8742,145.0769
8743,111.8354
8744,146.3214
8745,116.0189
8746,135.2526
8747,124.1958
8748,122.8095
8749,112.9433
8750,119.4182
8751,135.4419
8752,160.9728
8753,132.3743
8754,144.0178
8755,128.1884
8756,118.5785
8757,128.0257
8758,117.1136
8759,136.8483
8760,132.9662
8761,124.3004
8762,132.3608
8763,108.4509
8764,136.53
8765,121.6743
8766,126.6608
8767,121.6717
8768,115.6813
8769,130.6168
8770,131.1111
8771,123.0377
8772,134.1447
8773,120.4446
8774,122.2947
8775,113.2646
8776,116.8734
8777,117.5564
8778,114.1919
8779,117.0031
8780,135.662
8781,139.0431
8782,131.258
8783,116.2256
8784,132.8145
8785,134.8338
8786,134.2011
8787,113.7779
8788,138.8971
8789,136.0789
8790,135.9047
8791,110.2969
8792,117.3088
8793,113.3246
8794,97.61996
8795,99.90975
8796,133.682
8797,129.6092
8798,140.811
8799,126.4157
8800,131.9105
8801,122.0728
8802,130.5105
8803,130.5867
8804,143.097
8805,117.1269
8806,100.9
8807,116.9012
8808,119.1882
8809,133.8952
8810,112.0133
8811,132.1341
8812,117.103
8813,111.3426
8814,115.5257
8815,139.7323
8816,141.2489
8817,131.7992
8818,112.7464
8819,125.2627
8820,114.1017
8821,117.342
8822,119.7384
8823,139.9267
8824,124.2893
8825,132.9339
8826,129.0482
8827,125.9097
8828,144.66
8829,132.7107
8830,132.7596
8831,125.0608
8832,131.7524
8833,112.828
8834,122.8259
8835,112.7446
8836,117.7157
8837,118.2423
8838,125.0318
8839,131.5739
8840,125.4574
8841,120.6513
8842,140.9432
8843,127.8661
8844,152.929
8845,135.0082
8846,113.0211
8847,136.8874
8848,121.7984
8849,135.4599
8850,115.5446
8851,124.585
8852,122.9659
8853,129.7591
8854,121.6332
8855,144.7042
8856,114.1893
8857,119.5523
8858,126.4766
8859,140.2813
8860,134.104
8861,132.7397
8862,133.381
8863,146.482
8864,102.9535
8865,125.9471
8866,129.5542
8867,108.2905
8868,140.7597
8869,119.2997
8870,142.0715
8871,138.4229
8872,136.7691
8873,127.1832
8874,143.2195
8875,130.1144
8876,135.3031
8877,144.1206
8878,128.0762
8879,102.3152
8880,121.6419
8881,120.9183
8882,130.7321
8883,120.7878
8884,111.95
8885,125.3796
8886,114.9262
8887,129.1566
8888,125.6365
8889,128.6592
8890,115.5412
8891,136.2664
8892,133.1355
8893,133.7184
8894,123.3582
8895,129.994
8896,119.1959
8897,114.2425
8898,134.239
8899,108.1273
8900,141.7279
8901,128.616
8902,121.5435
8903,131.2352
8904,129.3077
8905,109.4324
8906,110.6918
8907,129.188
8908,123.1006
8909,111.219
8910,115.406
8911,131.1541
8912,118.4527
8913,113.7344
8914,134.466
8915,103.6181
8916,136.0685
8917,123.7617
8918,135.3067
8919,123.6055
8920,93.44279
8921,124.1901
8922,119.4661
8923,143.1334
8924,115.7541
8925,122.1444
8926,115.3515
8927,131.4295
8928,114.4112
8929,128.8479
8930,130.8949
8931,139.7057
8932,132.7823
8933,118.503
8934,132.0073
8935,137.7148
8936,145.6323
8937,140.8625
8938,148.0053
8939,140.2105
8940,112.3407
8941,124.0
8942,107.2311
8943,108.159
8944,123.016
8945,114.7259
8946,141.6617
8947,143.8243
8948,132.5244
8949,104.3304
8950,123.891
8951,105.491
8952,126.629
8953,137.5721
8954,132.6912
8955,96.03438
8956,137.082
8957,144.3368
8958,122.0803
8959,131.7569
8960,125.3418
8961,137.3589
8962,118.8738
8963,108.8749
8964,121.8715
8965,128.6365
8966,138.2898
8967,140.3651
8968,121.0826
8969,154.9503
8970,122.436
8971,117.6445
8972,127.7326
8973,137.2838
8974,154.9403
8975,130.5926
8976,134.4043
8977,140.8314
8978,137.5925
8979,135.581
8980,139.2976
8981,134.969
8982,124.1332
8983,132.6086
8984,142.5965
8985,109.7699
8986,108.9945
8987,124.9492
8988,111.722
8989,133.7914
8990,144.5037
8991,147.7364
8992,118.739
8993,113.0481
8994,122.7246
8995,127.523
8996,126.2715
8997,126.0498
8998,120.1885
8999,133.8531
9000,120.9878
9001,104.4308
9002,138.5686
9003,136.5314
9004,117.8342
9005,137.6273
9006,139.128
9007,128.5574
9008,129.6116
9009,132.6006
9010,112.1998
9011,128.4802
9012,108.4186
9013,124.2629
9014,115.9541
9015,138.2804
9016,130.7949
9017,141.0758
9018,128.4216
9019,125.9014
9020,111.5275
9021,123.68
9022,129.0046
9023,129.7849
9024,130.5984
9025,115.7079
9026,114.6304
9027,124.6271
9028,132.1551
9029,131.3089
9030,138.1399
9031,118.8846
9032,120.7674
9033,142.6447
9034,143.2935
9035,125.1984
9036,154.6918
9037,122.1485
9038,127.8876
9039,127.4414
9040,113.6904
9041,129.2246
9042,125.4016
9043,149.996
9044,129.0666
9045,130.3049
9046,134.6101
9047,137.9908
9048,133.1644
9049,140.8713
9050,141.8583
9051,121.6772
9052,123.5929
9053,129.615
9054,121.563
9055,131.1613
9056,116.3468
9057,143.0452
9058,104.2224
9059,133.5063
9060,134.4454
9061,130.8796
9062,124.5761
9063,110.9432
9064,107.1578
9065,120.1547
9066,134.8147
9067,128.6697
9068,137.0614
9069,123.0206
9070,124.6451
9071,133.4171
9072,129.0612
9073,133.8347
9074,132.2555
9075,119.4882
9076,129.5077
9077,136.4502
9078,127.3088
9079,111.6024
9080,114.1735
9081,111.2858
9082,138.7516
9083,111.6005
9084,134.017
9085,124.2264
9086,113.3739
9087,131.5592
9088,125.1157
9089,124.2017
9090,139.5844
9091,136.3324
9092,126.4717
9093,141.2498
9094,113.6123
9095,132.8133
9096,120.2753
9097,123.8703
9098,138.1636
9099,118.0079
9100,141.5997
9101,128.864
9102,124.8425
9103,128.6654
9104,108.3017
9105,116.8012
9106,120.3299
9107,131.0404
9108,119.8203
9109,113.8325
9110,123.0207
9111,124.0312
9112,131.4753
9113,119.7628
9114,133.2355
9115,143.8267
9116,127.6431
9117,106.2018
9118,110.6276
9119,117.9638
9120,142.1197
9121,137.0546
9122,122.967
9123,135.4564
9124,141.0113
9125,145.1448
9126,127.6009
9127,142.8591
9128,140.5748
9129,121.7655
9130,127.4781
9131,116.4237
9132,132.8434
9133,114.2603
9134,108.8848
9135,126.5235
9136,157.8629
9137,124.0197
9138,108.836
9139,139.5505
9140,114.8118
9141,132.985
9142,140.8902
9143,126.0354
9144,132.7541
9145,134.424
9146,139.6542
9147,127.5258
9148,131.0972
9149,146.5505
9150,114.3385
9151,137.8696
9152,135.6857
9153,117.0417
9154,128.5774
9155,140.9367
9156,132.2723
9157,111.5926
9158,126.3462
9159,153.9188
9160,128.7754
9161,108.9893
9162,137.0186
9163,118.5086
9164,130.1395
9165,123.6302
9166,128.1213
9167,140.8584
9168,121.4696
9169,112.3085
9170,124.2808
9171,110.8564
9172,122.2553
9173,130.033
9174,103.0118
9175,129.0492
9176,123.1632
9177,114.3083
9178,130.869
9179,119.3197
9180,124.9148
9181,140.6591
9182,125.966
9183,138.3547
9184,113.7313
9185,120.7808
9186,129.7672
9187,123.0945
9188,130.4157
9189,137.6776
9190,127.091
9191,135.3502
9192,111.1036
9193,126.991
9194,133.7133
9195,125.7664
9196,131.6194
9197,137.7177
9198,125.6089
9199,120.2086
9200,119.1764
9201,148.7394
9202,130.9888
9203,116.2783
9204,131.4317
9205,135.8083
9206,120.0463
9207,110.0927
9208,145.9
9209,115.3059
9210,138.7123
9211,138.2075
9212,131.6321
9213,152.9562
9214,136.0419
9215,110.1766
9216,131.1248
9217,114.0431
9218,124.0473
9219,124.5785
9220,129.2833
9221,111.267
9222,126.8355
9223,119.7615
9224,119.0544
9225,153.1022
9226,129.8379
9227,127.4989
9228,130.5126
9229,128.4389
9230,150.2088
9231,116.4148
9232,122.6038
9233,124.7948
9234,127.8615
9235,138.798
9236,128.5167
9237,145.7431
9238,128.1476
9239,160.4111
9240,106.3544
9241,126.6596
9242,139.7047
9243,147.6912
9244,116.3007
9245,94.98665
9246,123.8638
9247,108.0676
9248,130.9781
9249,131.5991
9250,126.1419
9251,118.4916
9252,139.2513
9253,123.6647
9254,133.8927
9255,121.1432
9256,128.4782
9257,133.594
9258,131.9657
9259,143.9102
9260,125.0155
9261,144.4515
9262,129.7009
9263,132.8397
9264,141.2839
9265,118.4233
9266,124.5333
9267,119.2322
9268,145.197
9269,133.6579
9270,123.6148
9271,127.9931
9272,125.7235
9273,147.5819
9274,147.7738
9275,141.9338
9276,121.9856
9277,140.1278
9278,131.5009
9279,122.171
9280,127.8757
9281,114.6482
9282,128.8579
9283,146.6218
9284,100.154
9285,141.5315
9286,143.8148
9287,136.0886
9288,129.4726
9289,107.9528
9290,131.2881
9291,132.0979
9292,138.0884
9293,115.9595
9294,107.2702
9295,149.7548
9296,109.2128
9297,124.5456
9298,136.8947
9299,122.9843
9300,121.9805
9301,139.8915
9302,109.0311
9303,123.1408
9304,131.7281
9305,126.8929
9306,126.8198
9307,119.5053
9308,127.458
9309,119.2101
9310,143.5727
9311,143.0937
9312,139.0177
9313,114.1338
9314,125.4353
9315,127.8424
9316,140.226
9317,135.6763
9318,123.0015
9319,119.0737
9320,129.5425
9321,135.7363
9322,139.2316
9323,128.9771
9324,130.0655
9325,143.251
9326,112.3781
9327,125.1407
9328,134.9375
9329,111.6419
9330,141.6861
9331,122.8404
9332,101.7546
9333,121.5853
9334,135.7448
9335,131.2739
9336,127.0045
9337,132.9266
9338,135.0743
9339,118.347
9340,136.2054
9341,121.6583
9342,127.1241
9343,99.76843
9344,124.5651
9345,131.2397
9346,113.6502
9347,117.6909
9348,130.5795
9349,128.7739
9350,136.5165
9351,132.8802
9352,108.0334
9353,138.325
9354,143.8474
9355,130.6489
9356,131.5283
9357,146.0239
9358,125.3253
9359,129.0318
9360,144.1068
9361,119.3847
9362,134.2694
9363,128.0366
9364,133.9323
9365,135.6308
9366,134.1319
9367,134.2213
9368,119.5102
9369,126.3063
9370,113.4779
9371,136.8669
9372,118.1315
9373,122.632
9374,119.0272
9375,125.9408
9376,159.9584
9377,129.1825
9378,114.629
9379,135.2118
9380,119.517
9381,127.9725
9382,119.6796
9383,120.3906
9384,119.7199
9385,121.1754
9386,117.4774
9387,146.869
9388,128.112
9389,122.6236
9390,130.0032
9391,130.6273
9392,142.0475
9393,110.3853
9394,124.1551
9395,121.5433
9396,127.6063
9397,126.0555
9398,127.0948
9399,152.6424
9400,111.7652
9401,119.9561
9402,134.0319
9403,132.3239
9404,120.5926
9405,142.6708
9406,132.4481
9407,123.7398
9408,125.7159
9409,121.8819
9410,147.5977
9411,107.5164
9412,118.9953
9413,120.9374
9414,118.0381
9415,143.0039
9416,107.5936
9417,128.6853
9418,116.2966
9419,112.5281
9420,151.2249
9421,106.0426
9422,127.0893
9423,129.9631
9424,109.8656
9425,153.6723
9426,126.7726
9427,95.71141
9428,119.1656
9429,129.8443
9430,143.627
9431,117.6276
9432,125.4967
9433,122.307
9434,135.0667
9435,146.1847
9436,137.1764
9437,120.4257
9438,124.2804
9439,122.1992
9440,118.5156
9441,135.4161
9442,105.9244
9443,111.7119
9444,143.5628
9445,132.1932
9446,120.9522
9447,121.3496
9448,109.3581
9449,124.8437
9450,120.043
9451,124.4044
9452,147.5598
9453,160.2278
9454,154.2345
9455,129.7265
9456,131.8696
9457,150.2868
9458,123.0618
9459,124.8628
9460,146.6505
9461,115.1943
9462,135.8657
9463,96.68665
9464,117.1727
9465,124.3249
9466,156.9797
9467,130.1473
9468,143.6574
9469,133.2257
9470,139.7736
9471,124.1119
9472,111.9836
9473,122.4652
9474,124.3376
9475,147.535
9476,135.3697
9477,106.8394
9478,124.0626
9479,104.8113
9480,129.4346
9481,140.4796
9482,116.5041
9483,135.8317
9484,146.9941
9485,131.5906
9486,121.3333
9487,137.405
9488,138.7161
9489,127.0141
9490,129.9666
9491,119.6399
9492,133.8172
9493,130.7902
9494,96.02104
9495,127.1691
9496,123.8232
9497,142.156
9498,127.1837
9499,132.4176
9500,103.9482
9501,127.5728
9502,121.1529
9503,140.9313
9504,132.5807
9505,115.6858
9506,111.7393
9507,111.3916
9508,101.3276
9509,134.6246
9510,109.9394
9511,126.1665
9512,125.7578
9513,140.1776
9514,120.5052
9515,116.0508
9516,130.6461
9517,110.5434
9518,145.7528
9519,125.1086
9520,142.4967
9521,139.7883
9522,125.2951
9523,111.2059
9524,148.2612
9525,132.7081
9526,138.9486
9527,118.5898
9528,133.9886
9529,120.1121
9530,121.5752
9531,143.4448
9532,136.7053
9533,121.1569
9534,138.6313
9535,130.0533
9536,140.2363
9537,142.6363
9538,100.3741
9539,118.5751
9540,127.2639
9541,104.1077
9542,114.887
9543,135.7121
9544,122.8981
9545,135.3452
9546,143.989
9547,116.8098
9548,100.4477
9549,133.231
9550,120.3508
9551,144.0613
9552,107.0716
9553,119.5298
9554,111.5398
9555,138.9221
9556,115.2015
9557,124.2395
9558,107.0438
9559,146.3277
9560,129.5618
9561,121.2672
9562,145.0715
9563,120.2177
9564,128.0275
9565,119.3266
9566,123.2118
9567,140.187
9568,131.6685
9569,145.0962
9570,127.9568
9571,128.6015
9572,146.899
9573,113.2495
9574,117.3796
9575,131.2772
9576,128.0177
9577,148.8857
9578,141.5919
9579,109.6487
9580,132.7834
9581,134.8167
9582,134.7459
9583,125.7112
9584,132.9298
9585,138.0319
9586,151.6563
9587,120.446
9588,109.5053
9589,130.3361
9590,137.2445
9591,126.7683
9592,113.0231
9593,133.84
9594,93.75301
9595,136.9783
9596,119.5108
9597,126.2074
9598,120.0772
9599,112.4068
9600,143.5778
9601,136.8445
9602,112.8528
9603,140.9219
9604,129.5028
9605,136.0997
9606,129.5947
9607,122.9885
9608,140.9463
9609,114.8715
9610,135.0653
9611,124.2972
9612,121.9743
9613,133.8779
9614,134.8979
9615,124.4876
9616,129.4893
9617,124.6416
9618,130.2813
9619,124.6263
9620,135.3784
9621,133.072
9622,128.8981
9623,134.0701
9624,127.5491
9625,145.0907
9626,128.6526
9627,126.7595
9628,104.8685
9629,122.4253
9630,134.7709
9631,119.7849
9632,126.7626
9633,107.6977
9634,130.6653
9635,107.6837
9636,128.8322
9637,138.4302
9638,144.0828
9639,141.869
9640,151.4362
9641,129.5801
9642,133.9835
9643,131.9753
9644,123.7444
9645,114.1209
9646,132.5467
9647,133.1316
9648,126.0798
9649,117.2472
9650,131.9273
9651,113.167
9652,130.742
9653,128.277
9654,118.4883
9655,124.2885
9656,130.1937
9657,130.6716
9658,134.812
9659,121.3587
9660,138.0952
9661,145.4359
9662,118.6455
9663,129.8851
9664,122.6816
9665,115.9856
9666,119.8772
9667,106.4504
9668,135.9871
9669,137.0307
9670,122.9935
9671,154.7341
9672,146.2978
9673,122.4365
9674,137.8023
9675,131.1726
9676,133.2166
9677,132.5313
9678,113.4165
9679,130.9129
9680,117.0789
9681,132.3502
9682,159.8926
9683,125.3854
9684,113.2566
9685,130.4389
9686,144.1473
9687,125.1132
9688,159.3021
9689,125.6548
9690,129.3196
9691,109.7758
9692,121.3595
9693,130.7716
9694,119.0237
9695,129.1685
9696,125.563
9697,105.1285
9698,127.2297
9699,124.244
9700,129.5755
9701,117.7942
9702,128.5454
9703,141.7393
9704,127.9719
9705,138.9321
9706,131.7526
9707,129.5218
9708,146.4205
9709,131.1587
9710,112.2049
9711,120.8271
9712,139.3125
9713,132.7218
9714,147.0394
9715,119.7538
9716,127.8719
9717,132.9995
9718,116.2537
9719,123.5573
9720,117.3901
9721,131.242
9722,156.4495
9723,129.6552
9724,115.2974
9725,124.1914
9726,151.4754
9727,126.2634
9728,145.9294
9729,124.6696
9730,98.7457
9731,120.5649
9732,152.4888
9733,136.3855
9734,134.1293
9735,113.4515
9736,146.1165
9737,138.1103
9738,126.8747
9739,128.5193
9740,110.5576
9741,128.2809
9742,110.049
9743,129.2538
9744,125.0373
9745,116.4848
9746,117.9638
9747,129.595
9748,124.2891
9749,140.6226
9750,133.8031
9751,125.173
9752,115.7559
9753,112.327
9754,125.5782
9755,107.569
9756,132.6043
9757,139.3178
9758,140.8895
9759,146.9978
9760,120.3307
9761,123.2058
9762,136.6557
9763,128.948
9764,145.1099
9765,119.5684
9766,136.6193
9767,110.3445
9768,130.7607
9769,117.2413
9770,148.7963
9771,125.4817
9772,124.7968
9773,106.072
9774,134.8661
9775,130.2342
9776,122.1085
9777,138.4836
9778,116.9757
9779,128.5194
9780,139.6527
9781,104.0173
9782,131.0931
9783,133.3684
9784,118.6156
9785,118.9991
9786,131.272
9787,124.1313
9788,98.47799
9789,138.9164
9790,131.6581
9791,128.1924
9792,146.6355
9793,110.0665
9794,115.8675
9795,127.1045
9796,131.6252
9797,111.0157
9798,151.263
9799,124.2768
9800,128.6835
9801,113.3252
9802,147.9795
9803,132.3461
9804,132.2853
9805,132.2717
9806,137.642
9807,117.7085
9808,128.4773
9809,119.7516
9810,118.391
9811,120.8858
9812,115.8339
9813,118.5151
9814,120.891
9815,135.9551
9816,134.8375
9817,115.4611
9818,136.1071
9819,137.7117
9820,109.0839
9821,106.9057
9822,131.9705
9823,165.8716
9824,128.7377
9825,117.2939
9826,138.9422
9827,126.5968
9828,107.9762
9829,108.3641
9830,147.0716
9831,145.7242
9832,140.1915
9833,131.3793
9834,141.6604
9835,123.7339
9836,100.0283
9837,146.572
9838,145.2295
9839,126.558
9840,151.9512
9841,128.8079
9842,126.6868
9843,136.0577
9844,122.7778
9845,108.3559
9846,147.7541
9847,123.2582
9848,130.6455
9849,124.6679
9850,125.5255
9851,114.3292
9852,145.8184
9853,132.0335
9854,141.4995
9855,125.5079
9856,121.4159
9857,126.9552
9858,120.5832
9859,132.5691
9860,119.3592
9861,116.9769
